"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"8748",-0.217,-0.44400001,140,4045,77933,-0.332,-0.163,-0.0825,1359711,-0.222,33
"8749",-0.234,-0.45199999,141,4199,77933,-0.332,-0.162,-0.0812,1359711,-0.219,33
"8750",-0.215,-0.447,144,4346,77933,-0.332,-0.161,-0.0797,1359711,-0.211,33
"8751",-0.167,-0.43399999,162,4564,77933,-0.331,-0.16,-0.078,1359711,-0.207,33
"8752",-0.181,-0.405,162,4691,77933,-0.33,-0.159,-0.0762,1359711,-0.204,33
"8753",-0.192,-0.40900001,171,4915,77933,-0.329,-0.158,-0.0744,1359711,-0.203,33
"8754",-0.236,-0.41100001,179,5125,77933,-0.327,-0.157,-0.0725,1359711,-0.203,33
"8755",-0.229,-0.403,198,5431,77933,-0.326,-0.156,-0.0707,1359711,-0.201,33
"8756",-0.226,-0.39300001,223,5762,77933,-0.324,-0.155,-0.0689,1359711,-0.199,33
"8757",-0.202,-0.38600001,234,5986,77933,-0.323,-0.154,-0.0671,1359711,-0.193,33
"8758",-0.201,-0.38800001,229,6164,77933,-0.322,-0.153,-0.0654,1359711,-0.193,33
"8759",-0.237,-0.40599999,243,6389,77933,-0.32,-0.152,-0.0638,1359711,-0.185,33
"8760",-0.238,-0.39199999,244,6621,77933,-0.319,-0.151,-0.0622,1359711,-0.186,33
"8761",-0.189,-0.38,264,6973,77933,-0.318,-0.15,-0.0606,1359711,-0.183,33
"8762",-0.182,-0.37099999,287,7439,77933,-0.317,-0.149,-0.059,1359711,-0.179,33
"8763",-0.174,-0.36700001,289,7785,77933,-0.316,-0.148,-0.0574,1359711,-0.172,33
"8764",-0.166,-0.36899999,300,8089,77933,-0.315,-0.147,-0.0557,1359711,-0.166,33
"8765",-0.162,-0.359,314,8362,77933,-0.313,-0.146,-0.0539,1359711,-0.161,33
"8766",-0.155,-0.34799999,330,8696,77933,-0.312,-0.145,-0.0519,1359711,-0.166,33
"8767",-0.148,-0.34599999,347,9052,77933,-0.311,-0.143,-0.0499,1359711,-0.16,33
"8768",-0.143,-0.33700001,342,9369,77933,-0.309,-0.142,-0.0476,1359711,-0.159,33
"8769",-0.137,-0.338,330,9750,77933,-0.307,-0.14,-0.0452,1359711,-0.16,33
"8770",-0.129,-0.331,331,10099,77933,-0.304,-0.138,-0.0426,1359711,-0.16,33
"8771",-0.143,-0.33500001,327,10379,77933,-0.301,-0.136,-0.04,1359711,-0.166,33
"8772",-0.165,-0.34099999,317,10581,77933,-0.298,-0.133,-0.0374,1359711,-0.166,33
"8773",-0.166,-0.34299999,298,10781,77933,-0.295,-0.131,-0.0348,1359711,-0.163,33
"8774",-0.16,-0.33899999,288,11071,77933,-0.291,-0.128,-0.0322,1359711,-0.163,33
"8775",-0.16,-0.33500001,297,11449,77933,-0.287,-0.126,-0.0297,1359711,-0.163,33
"8776",-0.164,-0.32499999,327,12037,77933,-0.282,-0.123,-0.0272,1359711,-0.157,33
"8777",-0.166,-0.315,350,12551,77933,-0.277,-0.119,-0.0248,1359711,-0.155,33
"8778",-0.155,-0.30500001,339,12754,77933,-0.272,-0.116,-0.0224,1359711,-0.161,33
"8779",-0.139,-0.28799999,333,12912,77933,-0.267,-0.113,-0.0201,1359711,-0.161,33
"8780",-0.126,-0.27700001,346,13200,77933,-0.261,-0.109,-0.0179,1359711,-0.161,33
"8781",-0.113,-0.255,387,13779,77933,-0.255,-0.105,-0.0157,1359711,-0.156,33
"8782",-0.0997,-0.221,389,14172,77933,-0.249,-0.102,-0.0136,1359711,-0.15,33
"8783",-0.0984,-0.199,390,14768,77933,-0.244,-0.0984,-0.0115,1359711,-0.147,33
"8784",-0.102,-0.19599999,378,15196,77933,-0.238,-0.095,-0.0096,1359711,-0.145,33
"8785",-0.0981,-0.19599999,403,15573,77933,-0.233,-0.0917,-0.00772,1359711,-0.122,33
"8786",-0.0883,-0.204,421,15857,77933,-0.228,-0.0886,-0.00589,1359711,-0.128,33
"8787",-0.0932,-0.18799999,420,16141,77933,-0.223,-0.0856,-0.00409,1359711,-0.118,33
"8788",-0.0734,-0.20200001,430,16786,77933,-0.218,-0.0827,-0.00231,1359711,-0.116,33
"8789",-0.0926,-0.21799999,472,17476,77933,-0.213,-0.08,-0.000538,1359711,-0.117,33
"8790",-0.133,-0.212,469,18050,77933,-0.209,-0.0774,0.00124,1359711,-0.117,33
"8791",-0.133,-0.207,474,18515,77933,-0.205,-0.0749,0.003,1359711,-0.112,33
"8792",-0.137,-0.20299999,444,18684,77933,-0.201,-0.0726,0.00475,1359711,-0.112,33
"8793",-0.125,-0.17299999,424,18825,77933,-0.197,-0.0704,0.00643,1359711,-0.106,33
"8794",-0.131,-0.182,440,19223,77933,-0.194,-0.0684,0.008,1359711,-0.104,33
"8795",-0.171,-0.18700001,444,19896,77933,-0.19,-0.0665,0.00943,1359711,-0.101,33
"8796",-0.152,-0.178,412,20359,77933,-0.187,-0.0648,0.0106,1359711,-0.0952,33
"8797",-0.104,-0.204,382,20723,77933,-0.184,-0.0633,0.0116,1359711,-0.0925,33
"8798",-0.098,-0.21699999,355,20997,77933,-0.181,-0.0618,0.0123,1359711,-0.0875,33
"8799",-0.0861,-0.219,366,21246,77933,-0.178,-0.0605,0.0127,1359711,-0.0846,33
"8800",-0.0742,-0.228,377,21463,77933,-0.176,-0.0592,0.0129,1359711,-0.0812,33
"8801",-0.0824,-0.23100001,359,21738,77933,-0.173,-0.0581,0.0128,1359711,-0.0826,33
"8802",-0.086,-0.234,599,24091,77933,-0.171,-0.057,0.0125,1359711,-0.0858,33
"8803",-0.0995,-0.228,579,24411,77933,-0.168,-0.056,0.012,1359711,-0.0843,33
"8804",-0.102,-0.227,573,24733,77933,-0.166,-0.0551,0.0113,1359711,-0.0816,33
"8805",-0.0942,-0.22,576,25026,77933,-0.164,-0.0543,0.0104,1359711,-0.0791,33
"8806",-0.101,-0.221,580,25307,77933,-0.163,-0.0537,0.00937,1359711,-0.0761,33
"8807",-0.103,-0.219,581,25530,77933,-0.161,-0.0531,0.00824,1359711,-0.0745,33
"8808",-0.0888,-0.207,584,25829,77933,-0.16,-0.0526,0.00705,1359711,-0.0703,33
"8809",-0.0807,-0.20200001,297,26167,77933,-0.159,-0.0522,0.00584,1359711,-0.0639,33
"8810",-0.0616,-0.213,314,26611,77933,-0.158,-0.0519,0.00468,1359711,-0.0624,33
"8811",-0.0581,-0.19499999,311,26913,77933,-0.157,-0.0516,0.00365,1359711,-0.0611,33
"8812",-0.0589,-0.19499999,327,27314,77933,-0.156,-0.0513,0.0028,1359711,-0.0661,33
"8813",-0.0561,-0.189,327,27598,77933,-0.155,-0.051,0.00212,1359711,-0.0602,33
"8814",-0.066,-0.199,331,27849,77933,-0.154,-0.0507,0.00159,1359711,-0.0636,33
"8815",-0.0737,-0.204,337,28187,77933,-0.154,-0.0505,0.00118,1359711,-0.065,33
"8816",-0.0866,-0.206,355,28652,77933,-0.153,-0.0502,0.000836,1359711,-0.0666,33
"8817",-0.108,-0.20900001,370,29204,77933,-0.152,-0.0499,0.000519,1359711,-0.0666,33
"8818",-0.107,-0.215,401,29718,77933,-0.151,-0.0496,0.000182,1359711,-0.0708,33
"8819",-0.103,-0.221,417,30235,77933,-0.15,-0.0492,-0.000217,1359711,-0.0633,33
"8820",-0.104,-0.229,445,30716,77933,-0.149,-0.0489,-0.000696,1359711,-0.0691,33
"8821",-0.0989,-0.227,465,31103,77933,-0.148,-0.0485,-0.00124,1359711,-0.0691,33
"8822",-0.0867,-0.215,505,31723,77933,-0.147,-0.0481,-0.00183,1359711,-0.0677,33
"8823",-0.0812,-0.21699999,522,32307,77933,-0.146,-0.0477,-0.00243,1359711,-0.0661,33
"8824",-0.0689,-0.20900001,525,32876,77933,-0.144,-0.0472,-0.00301,1359711,-0.0646,33
"8825",-0.097,-0.26300001,550,33565,77933,-0.143,-0.0468,-0.00353,1359711,-0.0674,33
"8826",-0.0717,-0.163,573,34243,77933,-0.142,-0.0464,-0.00396,1359711,-0.0672,33
"8827",-0.054,-0.18700001,576,34750,77933,-0.141,-0.0459,-0.00429,1359711,-0.0646,33
"8828",-0.0548,-0.206,602,35318,77933,-0.14,-0.0455,-0.00452,1359711,-0.063,33
"8829",-0.0371,-0.221,587,35834,77933,-0.139,-0.0452,-0.00468,1359711,-0.0643,33
"8830",-0.0466,-0.229,603,36526,77933,-0.138,-0.0448,-0.00478,1359711,-0.0659,33
"8831",-0.0645,-0.236,640,37358,77933,-0.137,-0.0446,-0.00484,1359711,-0.0717,33
"8832",-0.0818,-0.243,693,38414,77933,-0.136,-0.0444,-0.0049,1359711,-0.0689,33
"8833",-0.0945,-0.24699999,693,39095,77933,-0.135,-0.0443,-0.00496,1359711,-0.0714,33
"8834",-0.0887,-0.249,736,39901,77933,-0.134,-0.0443,-0.00502,1359711,-0.0714,33
"8835",-0.0982,-0.25600001,755,40603,77933,-0.134,-0.0444,-0.00509,1359711,-0.0697,33
"8836",-0.129,-0.257,812,41516,77933,-0.133,-0.0445,-0.00516,1359711,-0.0697,33
"8837",-0.118,-0.25999999,840,42409,77933,-0.133,-0.0446,-0.00523,1359711,-0.0713,33
"8838",-0.103,-0.26300001,858,43361,77933,-0.132,-0.0447,-0.00531,1359711,-0.067,33
"8839",-0.095,-0.26899999,833,44243,77933,-0.132,-0.0448,-0.00537,1359711,-0.067,33
"8840",-0.0935,-0.266,860,45118,77933,-0.132,-0.0447,-0.00544,1359711,-0.0695,33
"8841",-0.0874,-0.25799999,865,45953,77933,-0.131,-0.0446,-0.00551,1359711,-0.0695,33
"8842",-0.0787,-0.249,879,46754,77933,-0.131,-0.0445,-0.00557,1359711,-0.0695,33
"8843",-0.0811,-0.25799999,911,47893,77933,-0.131,-0.0442,-0.0056,1359711,-0.0695,33
"8844",-0.087,-0.242,910,48777,77933,-0.131,-0.0439,-0.00556,1359711,-0.0663,33
"8845",-0.0866,-0.22400001,913,49751,77933,-0.131,-0.0435,-0.00544,1359711,-0.0663,33
"8846",-0.0761,-0.22,950,50895,77933,-0.131,-0.0431,-0.00519,1359711,-0.0663,33
"8847",-0.0785,-0.22400001,945,51735,77933,-0.131,-0.0427,-0.00479,1359711,-0.0638,33
"8848",-0.0872,-0.227,962,52685,77933,-0.13,-0.0422,-0.00423,1359711,-0.0696,33
"8849",-0.0846,-0.227,938,53323,77933,-0.13,-0.0418,-0.00351,1359711,-0.0696,33
"8850",-0.0785,-0.21799999,889,54114,77933,-0.129,-0.0413,-0.00268,1359711,-0.0682,33
"8851",-0.0845,-0.22400001,906,55119,77933,-0.128,-0.0407,-0.00178,1359711,-0.0682,33
"8852",-0.0829,-0.234,909,56111,77933,-0.128,-0.0402,-0.000846,1359711,-0.0682,33
"8853",-0.085,-0.23899999,875,57020,77933,-0.127,-0.0396,7.71e-05,1359711,-0.0669,33
"8854",-0.0916,-0.249,904,58064,77933,-0.127,-0.039,0.000956,1359711,-0.0644,33
"8855",-0.0896,-0.25099999,901,58990,77933,-0.127,-0.0383,0.00177,1359711,-0.0615,33
"8856",-0.0906,-0.255,878,59471,77933,-0.127,-0.0377,0.00254,1359711,-0.0615,33
"8857",-0.0896,-0.25600001,878,60263,77933,-0.127,-0.0369,0.00325,1359711,-0.0601,33
"8858",-0.0873,-0.273,875,61247,77933,-0.127,-0.0362,0.00395,1359711,-0.0601,33
"8859",-0.0895,-0.28099999,861,62139,77933,-0.127,-0.0354,0.00464,1359711,-0.0601,33
"8860",-0.0879,-0.28299999,891,63256,77933,-0.128,-0.0345,0.00534,1359711,-0.0601,33
"8861",-0.0752,-0.27599999,881,64231,77933,-0.128,-0.0337,0.00606,1359711,-0.0626,33
"8862",-0.0763,-0.278,835,64835,77933,-0.128,-0.0328,0.00679,1359711,-0.0626,33
"8863",-0.083,-0.28099999,851,65427,77933,-0.129,-0.032,0.0075,1359711,-0.0643,33
"8864",-0.0872,-0.289,840,66146,77933,-0.129,-0.0311,0.00819,1359711,-0.0643,33
"8865",-0.0814,-0.28299999,780,66705,77933,-0.13,-0.0303,0.00884,1359711,-0.0643,33
"8866",-0.0777,-0.28299999,806,67781,77933,-0.13,-0.0296,0.00943,1359711,-0.0643,33
"8867",-0.0765,-0.287,786,68761,77933,-0.131,-0.0288,0.00994,1359711,-0.0643,33
"8868",-0.0827,-0.29100001,761,69560,77933,-0.131,-0.0282,0.0104,1359711,-0.0643,33
"8869",-0.0821,-0.289,773,70246,77933,-0.132,-0.0275,0.0108,1359711,-0.0584,33
"8870",-0.0797,-0.285,767,70796,77933,-0.133,-0.027,0.0111,1359711,-0.0551,33
"8871",-0.0758,-0.28200001,767,71517,77933,-0.133,-0.0264,0.0114,1359711,-0.0551,33
"8872",-0.0758,-0.273,786,72204,77933,-0.134,-0.0259,0.0117,1359711,-0.0535,33
"8873",-0.073,-0.27000001,755,73067,77933,-0.135,-0.0253,0.0119,1359711,-0.052,33
"8874",-0.0692,-0.25799999,733,73895,77933,-0.136,-0.0247,0.0121,1359711,-0.052,33
"8875",-0.0618,-0.252,740,74740,77933,-0.136,-0.0241,0.0124,1359711,-0.0495,33
"8876",-0.0547,-0.255,708,75205,77933,-0.137,-0.0235,0.0126,1359711,-0.0495,33
"8877",-0.0593,-0.25299999,708,75755,77933,-0.138,-0.0228,0.0129,1359711,-0.0495,33
"8878",-0.0644,-0.25099999,705,76453,77933,-0.139,-0.0221,0.0132,1359711,-0.0509,33
"8879",-0.0638,-0.248,717,77220,77933,-0.14,-0.0214,0.0136,1359711,-0.0525,33
"8880",-0.0622,-0.249,724,78136,77933,-0.141,-0.0208,0.014,1359711,-0.0539,33
"8881",-0.0633,-0.25600001,727,78984,77933,-0.142,-0.0202,0.0145,1359711,-0.0553,33
"8882",-0.0641,-0.257,718,79767,77933,-0.143,-0.0196,0.0151,1359711,-0.0553,33
"8883",-0.0702,-0.26300001,729,80311,77933,-0.145,-0.0191,0.0157,1359711,-0.0553,33
"8884",-0.0667,-0.26899999,711,80733,77933,-0.146,-0.0187,0.0163,1359711,-0.057,33
"8885",-0.0538,-0.27000001,748,81688,77933,-0.148,-0.0183,0.017,1359711,-0.0556,33
"8886",-0.0559,-0.27000001,720,82261,77933,-0.149,-0.0181,0.0176,1359711,-0.054,33
"8887",-0.0619,-0.271,712,83119,77933,-0.151,-0.0178,0.0182,1359711,-0.0512,33
"8888",-0.0803,-0.26199999,791,84519,77933,-0.153,-0.0177,0.0188,1359711,-0.047,33
"8889",-0.0758,-0.257,821,85517,77933,-0.154,-0.0176,0.0193,1359711,-0.0445,33
"8890",-0.0738,-0.23899999,871,86406,77933,-0.156,-0.0175,0.0197,1359711,-0.0474,33
"8891",-0.0957,-0.294,893,86981,77933,-0.158,-0.0174,0.02,1359711,-0.0609,33
"8892",-0.118,-0.213,863,87730,77933,-0.159,-0.0173,0.0203,1359711,-0.0488,33
"8893",-0.077,-0.21600001,912,88643,77933,-0.161,-0.0173,0.0204,1359711,-0.052,33
"8894",-0.0845,-0.199,1016,90232,77933,-0.162,-0.0173,0.0205,1359711,-0.0549,33
"8895",-0.0727,-0.199,1022,91672,77933,-0.0541,-0.0515,-0.0145949479381443,1359711,-0.0563,33
"8896",-0.0729,-0.19400001,1084,93102,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.0663,33
"8897",-0.0902,-0.20100001,1188,94723,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.0663,33
"8898",-0.101,-0.214,1226,95564,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.0629,33
"8899",-0.083,-0.21600001,1325,97002,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.0601,33
"8900",-0.107,-0.226,1408,98501,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.0553,33
"8901",-0.104,-0.229,1484,100619,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.0524,33
"8902",-0.0879,-0.23199999,1648,103211,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.0524,33
"8903",-0.0808,-0.23100001,1787,105609,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.0449,33
"8904",-0.0668,-0.234,1803,107343,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.0449,33
"8905",-0.0591,-0.23800001,1870,108656,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.0466,33
"8906",-0.0719,-0.252,1913,110393,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.0466,33
"8907",-0.058,-0.24600001,1968,112276,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.0482,33
"8908",-0.0527,-0.24699999,2018,114743,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.0511,33
"8909",-0.0743,-0.25,2021,117355,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.0511,33
"8910",-0.0839,-0.25400001,2091,120249,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.0536,33
"8911",-0.0817,-0.248,2165,122498,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.0565,33
"8912",-0.0867,-0.249,2238,124320,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.0582,33
"8913",-0.0928,-0.25,2336,126744,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.061,33
"8914",-0.103,-0.193,2414,129172,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.0642,33
"8915",-0.0963,-0.269963084327103,2490,132176,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.0642,33
"8916",-0.0802,-0.269963084327103,2520,134996,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.0656,33
"8917",-0.0781,-0.269963084327103,2538,138018,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.0706,33
"8918",-0.078,-0.269963084327103,2492,139941,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.0706,33
"8919",-0.0741,-0.269963084327103,2494,141780,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.0689,33
"8920",-0.0719,-0.269963084327103,2449,143886,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.0675,33
"8921",-0.067,-0.269963084327103,2458,146376,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.0659,33
"8922",-0.0629,-0.269963084327103,2491,149613,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.0659,33
"8923",-0.0456,-0.269963084327103,2548,152831,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.0659,33
"8924",-0.0485,-0.269963084327103,2533,155752,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.0609,33
"8925",-0.0616,-0.269963084327103,2641,158426,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.0609,33
"8926",-0.0681,-0.269963084327103,2696,160655,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.0659,33
"8927",-0.0551,-0.269963084327103,2893,164137,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.0623,33
"8928",-0.117204449339207,-0.269963084327103,3009,167441,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.0639,33
"8929",-0.117204449339207,-0.269963084327103,3124,171480,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.0653,33
"8930",-0.117204449339207,-0.269963084327103,3260,175652,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.0681,33
"8931",-0.117204449339207,-0.269963084327103,2843,175652,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.0756,33
"8932",-0.117204449339207,-0.269963084327103,2461,175652,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.0843,33
"8933",-0.117204449339207,-0.269963084327103,3217,183177,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.0877,33
"8934",-0.117204449339207,-0.269963084327103,3394,187898,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.0891,33
"8935",-0.117204449339207,-0.269963084327103,3541,192225,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.0907,33
"8936",-0.117204449339207,-0.269963084327103,3482,195853,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.095,33
"8937",-0.117204449339207,-0.269963084327103,3547,200479,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.0978,33
"8938",-0.117204449339207,-0.269963084327103,4212,205139,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.0486,33
"8939",-0.117204449339207,-0.269963084327103,4752,208917,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.096008613445378,33
"8940",-0.117204449339207,-0.269963084327103,4134,212116,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.096008613445378,33
"8941",-0.117204449339207,-0.269963084327103,834.886595833333,11477,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.096008613445378,33
"8942",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.096008613445378,33
"8943",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.096008613445378,33
"8944",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.096008613445378,33
"8945",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.096008613445378,33
"8946",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.096008613445378,33
"8947",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.096008613445378,33
"8948",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.096008613445378,33
"8949",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.096008613445378,33
"8950",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.096008613445378,33
"8951",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.096008613445378,33
"8952",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.096008613445378,33
"8953",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.096008613445378,33
"8954",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.096008613445378,33
"8955",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.096008613445378,33
"8956",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.096008613445378,33
"8957",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.096008613445378,33
"8958",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.096008613445378,33
"8959",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.096008613445378,33
"8960",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.096008613445378,33
"8961",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.096008613445378,33
"8962",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.096008613445378,33
"8963",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.096008613445378,33
"8964",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.096008613445378,33
"8965",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.096008613445378,33
"8966",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.096008613445378,33
"8967",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.096008613445378,33
"8968",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.096008613445378,33
"8969",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.096008613445378,33
"8970",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.096008613445378,33
"8971",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.096008613445378,33
"8972",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.096008613445378,33
"8973",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.096008613445378,33
"8974",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.096008613445378,33
"8975",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.096008613445378,33
"8976",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.096008613445378,33
"8977",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.096008613445378,33
"8978",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,77933,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,1359711,-0.096008613445378,33
