"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1863",-0.174,-0.36700001,289,7785,78833,-0.316,-0.148,-0.0574,3565287,-0.172,9
"1864",-0.166,-0.36899999,300,8089,78833,-0.315,-0.147,-0.0557,3565287,-0.166,9
"1865",-0.162,-0.359,314,8362,78833,-0.313,-0.146,-0.0539,3565287,-0.161,9
"1866",-0.155,-0.34799999,330,8696,78833,-0.312,-0.145,-0.0519,3565287,-0.166,9
"1867",-0.148,-0.34599999,347,9052,78833,-0.311,-0.143,-0.0499,3565287,-0.16,9
"1868",-0.143,-0.33700001,342,9369,78833,-0.309,-0.142,-0.0476,3565287,-0.159,9
"1869",-0.137,-0.338,330,9750,78833,-0.307,-0.14,-0.0452,3565287,-0.16,9
"1870",-0.129,-0.331,331,10099,78833,-0.304,-0.138,-0.0426,3565287,-0.16,9
"1871",-0.143,-0.33500001,327,10379,78833,-0.301,-0.136,-0.04,3565287,-0.166,9
"1872",-0.165,-0.34099999,317,10581,78833,-0.298,-0.133,-0.0374,3565287,-0.166,9
"1873",-0.166,-0.34299999,298,10781,78833,-0.295,-0.131,-0.0348,3565287,-0.163,9
"1874",-0.16,-0.33899999,288,11071,78833,-0.291,-0.128,-0.0322,3565287,-0.163,9
"1875",-0.16,-0.33500001,297,11449,78833,-0.287,-0.126,-0.0297,3565287,-0.163,9
"1876",-0.164,-0.32499999,327,12037,78833,-0.282,-0.123,-0.0272,3565287,-0.157,9
"1877",-0.166,-0.315,350,12551,78833,-0.277,-0.119,-0.0248,3565287,-0.155,9
"1878",-0.155,-0.30500001,339,12754,78833,-0.272,-0.116,-0.0224,3565287,-0.161,9
"1879",-0.139,-0.28799999,333,12912,78833,-0.267,-0.113,-0.0201,3565287,-0.161,9
"1880",-0.126,-0.27700001,346,13200,78833,-0.261,-0.109,-0.0179,3565287,-0.161,9
"1881",-0.113,-0.255,387,13779,78833,-0.255,-0.105,-0.0157,3565287,-0.156,9
"1882",-0.0997,-0.221,389,14172,78833,-0.249,-0.102,-0.0136,3565287,-0.15,9
"1883",-0.0984,-0.199,390,14768,78833,-0.244,-0.0984,-0.0115,3565287,-0.147,9
"1884",-0.102,-0.19599999,378,15196,78833,-0.238,-0.095,-0.0096,3565287,-0.145,9
"1885",-0.0981,-0.19599999,403,15573,78833,-0.233,-0.0917,-0.00772,3565287,-0.122,9
"1886",-0.0883,-0.204,421,15857,78833,-0.228,-0.0886,-0.00589,3565287,-0.128,9
"1887",-0.0932,-0.18799999,420,16141,78833,-0.223,-0.0856,-0.00409,3565287,-0.118,9
"1888",-0.0734,-0.20200001,430,16786,78833,-0.218,-0.0827,-0.00231,3565287,-0.116,9
"1889",-0.0926,-0.21799999,472,17476,78833,-0.213,-0.08,-0.000538,3565287,-0.117,9
"1890",-0.133,-0.212,469,18050,78833,-0.209,-0.0774,0.00124,3565287,-0.117,9
"1891",-0.133,-0.207,474,18515,78833,-0.205,-0.0749,0.003,3565287,-0.112,9
"1892",-0.137,-0.20299999,444,18684,78833,-0.201,-0.0726,0.00475,3565287,-0.112,9
"1893",-0.125,-0.17299999,424,18825,78833,-0.197,-0.0704,0.00643,3565287,-0.106,9
"1894",-0.131,-0.182,440,19223,78833,-0.194,-0.0684,0.008,3565287,-0.104,9
"1895",-0.171,-0.18700001,444,19896,78833,-0.19,-0.0665,0.00943,3565287,-0.101,9
"1896",-0.152,-0.178,412,20359,78833,-0.187,-0.0648,0.0106,3565287,-0.0952,9
"1897",-0.104,-0.204,382,20723,78833,-0.184,-0.0633,0.0116,3565287,-0.0925,9
"1898",-0.098,-0.21699999,355,20997,78833,-0.181,-0.0618,0.0123,3565287,-0.0875,9
"1899",-0.0861,-0.219,366,21246,78833,-0.178,-0.0605,0.0127,3565287,-0.0846,9
"1900",-0.0742,-0.228,377,21463,78833,-0.176,-0.0592,0.0129,3565287,-0.0812,9
"1901",-0.0824,-0.23100001,359,21738,78833,-0.173,-0.0581,0.0128,3565287,-0.0826,9
"1902",-0.086,-0.234,599,24091,78833,-0.171,-0.057,0.0125,3565287,-0.0858,9
"1903",-0.0995,-0.228,579,24411,78833,-0.168,-0.056,0.012,3565287,-0.0843,9
"1904",-0.102,-0.227,573,24733,78833,-0.166,-0.0551,0.0113,3565287,-0.0816,9
"1905",-0.0942,-0.22,576,25026,78833,-0.164,-0.0543,0.0104,3565287,-0.0791,9
"1906",-0.101,-0.221,580,25307,78833,-0.163,-0.0537,0.00937,3565287,-0.0761,9
"1907",-0.103,-0.219,581,25530,78833,-0.161,-0.0531,0.00824,3565287,-0.0745,9
"1908",-0.0888,-0.207,584,25829,78833,-0.16,-0.0526,0.00705,3565287,-0.0703,9
"1909",-0.0807,-0.20200001,297,26167,78833,-0.159,-0.0522,0.00584,3565287,-0.0639,9
"1910",-0.0616,-0.213,314,26611,78833,-0.158,-0.0519,0.00468,3565287,-0.0624,9
"1911",-0.0581,-0.19499999,311,26913,78833,-0.157,-0.0516,0.00365,3565287,-0.0611,9
"1912",-0.0589,-0.19499999,327,27314,78833,-0.156,-0.0513,0.0028,3565287,-0.0661,9
"1913",-0.0561,-0.189,327,27598,78833,-0.155,-0.051,0.00212,3565287,-0.0602,9
"1914",-0.066,-0.199,331,27849,78833,-0.154,-0.0507,0.00159,3565287,-0.0636,9
"1915",-0.0737,-0.204,337,28187,78833,-0.154,-0.0505,0.00118,3565287,-0.065,9
"1916",-0.0866,-0.206,355,28652,78833,-0.153,-0.0502,0.000836,3565287,-0.0666,9
"1917",-0.108,-0.20900001,370,29204,78833,-0.152,-0.0499,0.000519,3565287,-0.0666,9
"1918",-0.107,-0.215,401,29718,78833,-0.151,-0.0496,0.000182,3565287,-0.0708,9
"1919",-0.103,-0.221,417,30235,78833,-0.15,-0.0492,-0.000217,3565287,-0.0633,9
"1920",-0.104,-0.229,445,30716,78833,-0.149,-0.0489,-0.000696,3565287,-0.0691,9
"1921",-0.0989,-0.227,465,31103,78833,-0.148,-0.0485,-0.00124,3565287,-0.0691,9
"1922",-0.0867,-0.215,505,31723,78833,-0.147,-0.0481,-0.00183,3565287,-0.0677,9
"1923",-0.0812,-0.21699999,522,32307,78833,-0.146,-0.0477,-0.00243,3565287,-0.0661,9
"1924",-0.0689,-0.20900001,525,32876,78833,-0.144,-0.0472,-0.00301,3565287,-0.0646,9
"1925",-0.097,-0.26300001,550,33565,78833,-0.143,-0.0468,-0.00353,3565287,-0.0674,9
"1926",-0.0717,-0.163,573,34243,78833,-0.142,-0.0464,-0.00396,3565287,-0.0672,9
"1927",-0.054,-0.18700001,576,34750,78833,-0.141,-0.0459,-0.00429,3565287,-0.0646,9
"1928",-0.0548,-0.206,602,35318,78833,-0.14,-0.0455,-0.00452,3565287,-0.063,9
"1929",-0.0371,-0.221,587,35834,78833,-0.139,-0.0452,-0.00468,3565287,-0.0643,9
"1930",-0.0466,-0.229,603,36526,78833,-0.138,-0.0448,-0.00478,3565287,-0.0659,9
"1931",-0.0645,-0.236,640,37358,78833,-0.137,-0.0446,-0.00484,3565287,-0.0717,9
"1932",-0.0818,-0.243,693,38414,78833,-0.136,-0.0444,-0.0049,3565287,-0.0689,9
"1933",-0.0945,-0.24699999,693,39095,78833,-0.135,-0.0443,-0.00496,3565287,-0.0714,9
"1934",-0.0887,-0.249,736,39901,78833,-0.134,-0.0443,-0.00502,3565287,-0.0714,9
"1935",-0.0982,-0.25600001,755,40603,78833,-0.134,-0.0444,-0.00509,3565287,-0.0697,9
"1936",-0.129,-0.257,812,41516,78833,-0.133,-0.0445,-0.00516,3565287,-0.0697,9
"1937",-0.118,-0.25999999,840,42409,78833,-0.133,-0.0446,-0.00523,3565287,-0.0713,9
"1938",-0.103,-0.26300001,858,43361,78833,-0.132,-0.0447,-0.00531,3565287,-0.067,9
"1939",-0.095,-0.26899999,833,44243,78833,-0.132,-0.0448,-0.00537,3565287,-0.067,9
"1940",-0.0935,-0.266,860,45118,78833,-0.132,-0.0447,-0.00544,3565287,-0.0695,9
"1941",-0.0874,-0.25799999,865,45953,78833,-0.131,-0.0446,-0.00551,3565287,-0.0695,9
"1942",-0.0787,-0.249,879,46754,78833,-0.131,-0.0445,-0.00557,3565287,-0.0695,9
"1943",-0.0811,-0.25799999,911,47893,78833,-0.131,-0.0442,-0.0056,3565287,-0.0695,9
"1944",-0.087,-0.242,910,48777,78833,-0.131,-0.0439,-0.00556,3565287,-0.0663,9
"1945",-0.0866,-0.22400001,913,49751,78833,-0.131,-0.0435,-0.00544,3565287,-0.0663,9
"1946",-0.0761,-0.22,950,50895,78833,-0.131,-0.0431,-0.00519,3565287,-0.0663,9
"1947",-0.0785,-0.22400001,945,51735,78833,-0.131,-0.0427,-0.00479,3565287,-0.0638,9
"1948",-0.0872,-0.227,962,52685,78833,-0.13,-0.0422,-0.00423,3565287,-0.0696,9
"1949",-0.0846,-0.227,938,53323,78833,-0.13,-0.0418,-0.00351,3565287,-0.0696,9
"1950",-0.0785,-0.21799999,889,54114,78833,-0.129,-0.0413,-0.00268,3565287,-0.0682,9
"1951",-0.0845,-0.22400001,906,55119,78833,-0.128,-0.0407,-0.00178,3565287,-0.0682,9
"1952",-0.0829,-0.234,909,56111,78833,-0.128,-0.0402,-0.000846,3565287,-0.0682,9
"1953",-0.085,-0.23899999,875,57020,78833,-0.127,-0.0396,7.71e-05,3565287,-0.0669,9
"1954",-0.0916,-0.249,904,58064,78833,-0.127,-0.039,0.000956,3565287,-0.0644,9
"1955",-0.0896,-0.25099999,901,58990,78833,-0.127,-0.0383,0.00177,3565287,-0.0615,9
"1956",-0.0906,-0.255,878,59471,78833,-0.127,-0.0377,0.00254,3565287,-0.0615,9
"1957",-0.0896,-0.25600001,878,60263,78833,-0.127,-0.0369,0.00325,3565287,-0.0601,9
"1958",-0.0873,-0.273,875,61247,78833,-0.127,-0.0362,0.00395,3565287,-0.0601,9
"1959",-0.0895,-0.28099999,861,62139,78833,-0.127,-0.0354,0.00464,3565287,-0.0601,9
"1960",-0.0879,-0.28299999,891,63256,78833,-0.128,-0.0345,0.00534,3565287,-0.0601,9
"1961",-0.0752,-0.27599999,881,64231,78833,-0.128,-0.0337,0.00606,3565287,-0.0626,9
"1962",-0.0763,-0.278,835,64835,78833,-0.128,-0.0328,0.00679,3565287,-0.0626,9
"1963",-0.083,-0.28099999,851,65427,78833,-0.129,-0.032,0.0075,3565287,-0.0643,9
"1964",-0.0872,-0.289,840,66146,78833,-0.129,-0.0311,0.00819,3565287,-0.0643,9
"1965",-0.0814,-0.28299999,780,66705,78833,-0.13,-0.0303,0.00884,3565287,-0.0643,9
"1966",-0.0777,-0.28299999,806,67781,78833,-0.13,-0.0296,0.00943,3565287,-0.0643,9
"1967",-0.0765,-0.287,786,68761,78833,-0.131,-0.0288,0.00994,3565287,-0.0643,9
"1968",-0.0827,-0.29100001,761,69560,78833,-0.131,-0.0282,0.0104,3565287,-0.0643,9
"1969",-0.0821,-0.289,773,70246,78833,-0.132,-0.0275,0.0108,3565287,-0.0584,9
"1970",-0.0797,-0.285,767,70796,78833,-0.133,-0.027,0.0111,3565287,-0.0551,9
"1971",-0.0758,-0.28200001,767,71517,78833,-0.133,-0.0264,0.0114,3565287,-0.0551,9
"1972",-0.0758,-0.273,786,72204,78833,-0.134,-0.0259,0.0117,3565287,-0.0535,9
"1973",-0.073,-0.27000001,755,73067,78833,-0.135,-0.0253,0.0119,3565287,-0.052,9
"1974",-0.0692,-0.25799999,733,73895,78833,-0.136,-0.0247,0.0121,3565287,-0.052,9
"1975",-0.0618,-0.252,740,74740,78833,-0.136,-0.0241,0.0124,3565287,-0.0495,9
"1976",-0.0547,-0.255,708,75205,78833,-0.137,-0.0235,0.0126,3565287,-0.0495,9
"1977",-0.0593,-0.25299999,708,75755,78833,-0.138,-0.0228,0.0129,3565287,-0.0495,9
"1978",-0.0644,-0.25099999,705,76453,78833,-0.139,-0.0221,0.0132,3565287,-0.0509,9
"1979",-0.0638,-0.248,717,77220,78833,-0.14,-0.0214,0.0136,3565287,-0.0525,9
"1980",-0.0622,-0.249,724,78136,78833,-0.141,-0.0208,0.014,3565287,-0.0539,9
"1981",-0.0633,-0.25600001,727,78984,78833,-0.142,-0.0202,0.0145,3565287,-0.0553,9
"1982",-0.0641,-0.257,718,79767,78833,-0.143,-0.0196,0.0151,3565287,-0.0553,9
"1983",-0.0702,-0.26300001,729,80311,78833,-0.145,-0.0191,0.0157,3565287,-0.0553,9
"1984",-0.0667,-0.26899999,711,80733,78833,-0.146,-0.0187,0.0163,3565287,-0.057,9
"1985",-0.0538,-0.27000001,748,81688,78833,-0.148,-0.0183,0.017,3565287,-0.0556,9
"1986",-0.0559,-0.27000001,720,82261,78833,-0.149,-0.0181,0.0176,3565287,-0.054,9
"1987",-0.0619,-0.271,712,83119,78833,-0.151,-0.0178,0.0182,3565287,-0.0512,9
"1988",-0.0803,-0.26199999,791,84519,78833,-0.153,-0.0177,0.0188,3565287,-0.047,9
"1989",-0.0758,-0.257,821,85517,78833,-0.154,-0.0176,0.0193,3565287,-0.0445,9
"1990",-0.0738,-0.23899999,871,86406,78833,-0.156,-0.0175,0.0197,3565287,-0.0474,9
"1991",-0.0957,-0.294,893,86981,78833,-0.158,-0.0174,0.02,3565287,-0.0609,9
"1992",-0.118,-0.213,863,87730,78833,-0.159,-0.0173,0.0203,3565287,-0.0488,9
"1993",-0.077,-0.21600001,912,88643,78833,-0.161,-0.0173,0.0204,3565287,-0.052,9
"1994",-0.0845,-0.199,1016,90232,78833,-0.162,-0.0173,0.0205,3565287,-0.0549,9
"1995",-0.0727,-0.199,1022,91672,78833,-0.0541,-0.0515,-0.0145949479381443,3565287,-0.0563,9
"1996",-0.0729,-0.19400001,1084,93102,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.0663,9
"1997",-0.0902,-0.20100001,1188,94723,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.0663,9
"1998",-0.101,-0.214,1226,95564,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.0629,9
"1999",-0.083,-0.21600001,1325,97002,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.0601,9
"2000",-0.107,-0.226,1408,98501,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.0553,9
"2001",-0.104,-0.229,1484,100619,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.0524,9
"2002",-0.0879,-0.23199999,1648,103211,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.0524,9
"2003",-0.0808,-0.23100001,1787,105609,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.0449,9
"2004",-0.0668,-0.234,1803,107343,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.0449,9
"2005",-0.0591,-0.23800001,1870,108656,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.0466,9
"2006",-0.0719,-0.252,1913,110393,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.0466,9
"2007",-0.058,-0.24600001,1968,112276,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.0482,9
"2008",-0.0527,-0.24699999,2018,114743,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.0511,9
"2009",-0.0743,-0.25,2021,117355,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.0511,9
"2010",-0.0839,-0.25400001,2091,120249,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.0536,9
"2011",-0.0817,-0.248,2165,122498,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.0565,9
"2012",-0.0867,-0.249,2238,124320,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.0582,9
"2013",-0.0928,-0.25,2336,126744,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.061,9
"2014",-0.103,-0.193,2414,129172,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.0642,9
"2015",-0.0963,-0.269963084327103,2490,132176,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.0642,9
"2016",-0.0802,-0.269963084327103,2520,134996,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.0656,9
"2017",-0.0781,-0.269963084327103,2538,138018,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.0706,9
"2018",-0.078,-0.269963084327103,2492,139941,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.0706,9
"2019",-0.0741,-0.269963084327103,2494,141780,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.0689,9
"2020",-0.0719,-0.269963084327103,2449,143886,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.0675,9
"2021",-0.067,-0.269963084327103,2458,146376,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.0659,9
"2022",-0.0629,-0.269963084327103,2491,149613,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.0659,9
"2023",-0.0456,-0.269963084327103,2548,152831,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.0659,9
"2024",-0.0485,-0.269963084327103,2533,155752,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.0609,9
"2025",-0.0616,-0.269963084327103,2641,158426,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.0609,9
"2026",-0.0681,-0.269963084327103,2696,160655,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.0659,9
"2027",-0.0551,-0.269963084327103,2893,164137,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.0623,9
"2028",-0.117204449339207,-0.269963084327103,3009,167441,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.0639,9
"2029",-0.117204449339207,-0.269963084327103,3124,171480,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.0653,9
"2030",-0.117204449339207,-0.269963084327103,3260,175652,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.0681,9
"2031",-0.117204449339207,-0.269963084327103,2843,175652,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.0756,9
"2032",-0.117204449339207,-0.269963084327103,2461,175652,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.0843,9
"2033",-0.117204449339207,-0.269963084327103,3217,183177,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.0877,9
"2034",-0.117204449339207,-0.269963084327103,3394,187898,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.0891,9
"2035",-0.117204449339207,-0.269963084327103,3541,192225,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.0907,9
"2036",-0.117204449339207,-0.269963084327103,3482,195853,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.095,9
"2037",-0.117204449339207,-0.269963084327103,3547,200479,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.0978,9
"2038",-0.117204449339207,-0.269963084327103,4212,205139,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.0486,9
"2039",-0.117204449339207,-0.269963084327103,4752,208917,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2040",-0.117204449339207,-0.269963084327103,4134,212116,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2041",-0.117204449339207,-0.269963084327103,834.886595833333,11477,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2042",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2043",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2044",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2045",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2046",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2047",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2048",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2049",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2050",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2051",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2052",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2053",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2054",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2055",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2056",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2057",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2058",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2059",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2060",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2061",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2062",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2063",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2064",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2065",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2066",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2067",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2068",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2069",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2070",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2071",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2072",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2073",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2074",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2075",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2076",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2077",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2078",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2079",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2080",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2081",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2082",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2083",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2084",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2085",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2086",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
"2087",-0.117204449339207,-0.269963084327103,834.886595833333,50696.2904564315,78833,-0.174063641025641,-0.0651280717948718,-0.0145949479381443,3565287,-0.096008613445378,9
